1094	1459
88	862
269	962
1208	227
1439	428
782	79
584	1415
509	334
146	264
188	312
1153	332
285	702
273	222
1196	883
1360	1212
483	38
452	628
1159	628
428	423
965	141
1468	372
261	1504
26	1179
436	406
509	1128
628	120
60	733
1228	606
898	1288
1196	428
188	1398
1112	825
210	6
546	931
1078	509
568	1420
433	154
632	1304
298	410
411	169
892	550
509	892
282	355
267	509
931	489
1125	1205
1366	1342
1187	777
1088	285
282	782
489	931
272	1111
188	436
1024	606
1360	524
146	23
812	1204
616	694
999	312
969	298
628	617
410	89
1398	29
298	509
1424	1272
1064	825
485	873
628	1398
825	1064
918	223
578	410
1149	849
1415	516
1223	593
1355	146
387	1039
353	537
452	782
319	1059
433	420
1379	35
1202	1423
672	1272
468	170
1479	1182
824	13
490	265
1094	741
1014	702
1019	695
509	617
478	406
355	863
1187	489
232	477
285	739
397	489
1411	1403
616	397
769	433
618	1217
1229	320
256	1505
1074	983
1065	319
353	445
873	1062
640	1217
969	509
965	58
509	238
1057	607
1220	509
938	402
188	628
29	568
1249	1153
485	1271
1398	546
506	739
1212	481
1187	965
1244	115
499	433
1338	1157
399	1299
759	1208
215	1200
1173	1333
508	272
716	282
509	628
420	433
918	965
1094	857
898	433
702	300
1041	1418
825	812
628	362
1398	298
671	528
725	406
843	84
1147	892
842	618
716	1159
1346	1406
617	509
1157	193
938	508
1147	1398
499	584
120	509
1228	1024
1202	403
999	188
240	683
1494	1039
738	116
1140	490
1398	509
188	397
859	1088
95	1232
1348	716
340	1033
546	1187
488	764
629	628
300	795
979	1168
1468	1288
423	106
317	857
1178	484
503	327
773	1041
1269	774
182	61
578	315
999	628
310	300
808	629
1329	724
489	223
716	1398
300	161
1333	91
711	716
986	509
36	1229
1402	740
47	1033
618	640
1504	188
791	1041
1168	830
452	282
1415	165
537	353
1196	448
905	188
188	1137
628	452
1273	905
509	436
420	782
1142	741
666	546
1019	485
433	1018
1288	516
1398	957
378	771
628	999
1466	1417
231	873
1202	1167
228	1168
423	428
1288	1468
1147	188
735	1015
1458	663
1165	1249
380	1041
242	1159
544	838
417	96
163	1435
61	263
814	319
584	1018
965	1187
477	232
593	1223
227	196
1149	837
491	395
516	165
1147	403
774	1269
154	1288
892	321
509	580
1288	165
824	1201
1142	718
1147	1488
1327	552
1432	1398
165	516
298	1355
1416	478
618	1149
941	1162
716	1504
1398	716
242	1435
490	1102
397	509
129	298
1435	188
29	892
1278	986
1344	114
1202	112
716	1348
15	883
628	432
222	315
313	509
282	628
16	509
436	509
847	989
1149	473
807	1347
263	61
989	402
422	1249
725	1416
436	1413
1329	1360
282	716
970	234
853	319
200	507
716	188
313	188
114	1344
546	489
1002	298
38	483
616	509
804	702
380	339
272	300
1202	1420
29	298
1333	877
782	764
436	918
842	945
1469	979
26	60
433	1388
433	861
1094	329
397	1368
223	1398
407	623
1392	1336
898	154
1249	79
1195	151
278	509
1288	898
298	1159
301	16
489	240
353	1056
426	739
298	188
782	863
535	445
95	1292
193	1157
432	628
1249	1072
261	1342
578	134
1111	272
165	499
516	1018
938	782
989	188
628	364
95	1252
1494	524
1048	195
60	26
853	782
80	1187
29	1398
564	810
452	312
842	215
509	1508
1458	448
1187	931
1249	315
1159	242
847	865
1080	1154
1371	319
965	188
508	441
509	80
36	320
683	240
1504	716
249	984
341	509
842	79
849	300
1168	979
89	509
1413	683
739	1249
1205	1149
1481	509
694	616
914	1183
863	355
1469	1492
725	580
1014	658
1048	395
509	986
1157	509
403	897
80	965
1395	302
199	1043
1187	1200
1410	1411
618	509
965	29
278	812
1406	509
1249	422
989	312
702	484
499	165
648	911
1332	995
508	938
161	272
1416	436
739	863
1466	396
776	649
739	355
191	1284
317	969
568	452
659	312
1504	166
201	395
725	711
905	1273
790	909
683	546
162	1398
269	125
355	79
1137	188
1379	1377
1420	452
782	1348
1174	63
402	938
918	436
546	1202
892	969
892	1398
1507	1288
1278	114
430	1334
1220	626
1200	1187
929	805
310	1192
618	837
965	298
550	892
1398	528
825	1033
188	402
1204	812
452	1202
1212	562
1415	109
6	1192
1223	1243
79	863
1488	1147
509	546
762	1202
509	317
509	1427
110	1491
222	578
154	361
804	739
931	509
1249	362
29	509
1160	312
320	1299
782	402
395	188
1081	476
397	694
716	628
361	516
966	2
307	905
628	1192
1191	1327
313	716
578	938
27	74
1154	1061
992	1149
312	426
1435	242
1342	261
1123	638
738	553
509	616
1147	66
298	969
1398	436
240	489
395	628
938	578
618	1125
1249	428
1478	285
420	282
361	1288
1187	509
1020	71
467	164
1179	26
1398	160
188	478
906	999
509	1463
191	810
485	702
1444	1159
718	1168
1420	1202
1325	1355
95	96
584	499
640	618
188	1420
1014	355
863	79
79	1153
1147	80
618	1205
969	892
1147	628
35	1377
1065	764
298	1147
1508	1187
546	965
516	1415
436	1398
222	782
63	1274
161	1298
129	1414
319	188
782	938
1249	1165
1208	759
1466	938
1212	524
1017	94
361	1507
509	394
63	409
965	919
782	1192
983	1074
188	491
433	769
436	188
256	554
553	116
80	509
154	898
1001	682
552	188
1278	1344
1417	1466
433	636
1015	928
1360	1329
918	546
29	969
285	938
129	89
165	752
702	782
298	1398
1056	445
315	739
1262	1360
1443	433
918	240
1398	965
79	188
716	989
1469	1498
397	1060
1427	509
509	1206
628	716
725	215
285	1398
182	263
807	906
1415	433
29	1061
1276	883
319	764
508	433
161	825
1232	95
777	1187
490	1140
948	147
748	1040
1223	1166
1094	274
685	393
12	234
95	1021
1398	1432
66	1147
1212	226
509	1392
1508	509
516	499
795	300
739	1153
812	825
452	1420
1504	1342
1131	272
1336	946
1415	499
883	849
313	903
1165	188
1187	348
969	965
773	905
1094	253
1094	1500
716	312
1140	224
965	546
752	177
1269	175
1125	618
1398	1147
1334	430
661	1354
535	353
546	240
481	676
188	552
282	1355
1142	1500
1056	353
509	298
1289	509
300	702
1149	739
1176	1398
165	361
188	1350
1359	1387
1212	676
1072	79
1065	1178
1171	1170
406	478
188	591
1295	425
670	628
1125	640
361	1468
312	1348
345	554
716	436
420	134
284	1174
782	315
1299	399
227	1208
273	938
963	535
1135	1235
568	319
628	428
1187	223
1056	537
162	1034
188	1504
1147	223
188	716
949	911
1024	1228
716	426
1507	433
220	825
546	188
1243	1223
312	282
957	1398
448	196
201	1197
1153	315
361	154
312	999
1094	32
1149	640
1056	535
502	1187
644	164
1202	762
99	712
546	1398
1321	147
1034	162
739	79
969	1187
1178	1065
436	160
1199	754
1157	1194
546	628
782	134
629	1159
427	1104
433	584
509	1033
35	637
1104	509
433	752
1398	1176
1398	1357
353	535
227	448
764	938
1149	1125
1000	623
965	1311
188	905
1018	584
659	272
436	546
1413	436
1072	1249
227	457
965	918
900	458
1200	215
1018	1415
752	433
1094	159
1065	464
509	1187
1464	883
1002	683
826	96
452	568
80	683
528	671
397	868
477	577
552	1327
1493	490
244	1078
1205	1217
961	624
1481	188
1153	426
1159	298
298	29
983	147
1034	842
1249	426
509	1220
1398	223
546	403
725	616
670	702
1479	188
60	775
1187	1398
83	208
315	188
892	188
188	166
509	1388
629	362
830	1168
426	1153
1350	188
632	737
445	537
484	702
509	658
1412	1075
38	795
1402	578
1101	707
863	782
428	1439
1018	516
862	88
489	777
1468	1507
312	782
978	732
813	867
116	738
1162	1223
1106	188
1333	1208
712	99
824	1000
661	1344
314	918
426	716
616	617
79	315
1101	1091
1013	1371
94	1495
628	683
1178	428
1292	324
1406	51
165	1288
1165	1348
949	648
509	114
640	1205
842	653
240	546
1192	938
238	509
167	628
1202	1357
1437	1039
1149	509
222	273
272	508
509	694
989	716
1301	93
263	182
546	123
883	1033
445	1056
825	161
1359	873
764	402
1149	705
509	1289
1014	580
1388	433
1398	1187
319	1213
282	1249
645	1103
1187	80
1333	681
1187	628
782	312
666	812
568	313
402	188
261	188
1387	825
1333	1079
509	29
166	188
1420	568
1330	1223
1149	1205
89	628
109	499
188	307
1348	999
965	80
1371	1013
1292	95
1366	1504
1039	231
620	938
269	927
1507	361
509	1149
716	1147
79	739
1062	1495
1002	80
29	1147
319	678
1463	509
837	618
628	436
478	1416
574	509
1298	489
509	1157
1187	502
892	29
89	403
509	341
222	938
188	782
842	1125
2	966
1202	546
1406	1346
1333	29
535	1056
1217	618
79	782
975	965
1040	493
782	188
402	312
188	150
509	223
863	282
188	79
1491	110
898	752
282	1302
1065	508
628	1159
1157	1338
313	628
629	1355
427	313
782	509
89	298
436	716
918	123
499	1415
499	1018
478	546
1196	509
120	628
433	1415
1327	188
307	631
90	109
810	191
1508	938
1021	95
1232	1505
628	167
524	1212
640	1149
591	188
1078	1114
509	1336
969	1147
568	29
965	1398
38	272
426	863
759	307
227	345
1094	696
300	272
1187	240
965	892
867	813
1039	387
670	546
272	571
897	403
628	6
188	1435
728	298
168	1216
867	628
228	718
857	256
307	1273
380	379
716	509
1178	877
568	188
281	718
1206	509
509	965
537	535
464	1065
965	975
508	1065
509	267
436	29
402	989
628	188
764	488
29	965
426	79
165	584
1014	503
965	1147
272	1180
154	433
1361	188
564	62
1022	188
1402	464
355	315
769	361
472	509
772	210
1255	999
1019	1232
89	129
1104	313
805	929
313	892
1147	509
355	1014
1147	362
1187	294
1200	240
1275	532
1165	355
489	1187
782	999
509	278
716	402
1327	1191
426	1249
857	1149
564	1003
490	1493
509	120
201	319
188	1479
1415	584
1162	1330
223	1147
1103	645
1252	1089
683	80
319	201
1043	199
752	1507
509	1398
298	129
892	313
1415	1018
528	957
546	436
89	1287
514	1207
489	509
897	595
1507	1468
1288	284
1014	416
1153	739
812	278
790	448
282	863
146	1355
406	436
164	644
631	307
285	1481
436	628
1306	1500
1018	752
842	546
174	872
533	336
1255	1147
655	93
509	472
79	1072
741	680
489	546
86	43
361	165
490	883
1159	1444
1147	965
773	272
223	489
478	436
452	791
1212	1248
1494	1360
231	1039
165	433
306	1212
842	1034
1187	496
51	1406
403	595
857	473
969	29
534	167
300	310
240	777
499	516
1202	452
1223	1330
1298	161
684	1269
725	436
628	670
1033	764
300	849
282	452
782	355
825	188
1160	782
938	702
188	1022
1459	1094
1187	215
481	1212
425	1295
410	578
984	249
1197	201
1333	1168
317	509
628	509
29	188
15	1239
1249	282
1159	1147
61	182
1149	876
85	1055
1371	222
863	426
396	1466
493	1040
556	319
1342	1366
965	509
628	89
1289	628
546	683
1333	509
1282	320
436	1416
307	188
395	1355
1196	986
725	478
63	1174
79	842
188	495
1142	1205
1088	859
1272	345
537	1056
109	1415
1495	1062
1355	1325
485	1225
433	1288
364	628
496	1187
1217	1205
782	634
509	931
863	739
1202	628
1192	6
355	739
584	165
1137	452
509	956
188	509
812	666
617	616
282	188
509	1368
739	506
1458	554
1357	1398
1094	295
892	509
397	580
1014	509
320	36
16	301
1153	1249
315	1153
320	1229
838	544
129	1160
1333	845
312	188
256	857
969	1398
1307	626
1147	716
947	985
1298	1500
509	1060
938	764
433	508
240	1187
716	1350
1403	1411
445	535
637	35
584	433
892	1159
628	1147
535	537
29	436
857	1369
80	628
1061	29
606	1024
315	79
485	633
1398	188
1187	546
676	1212
862	489
188	1481
562	1212
1178	1357
355	1165
1281	272
509	1078
114	509
188	1361
1398	628
345	94
208	83
928	1015
1060	509
718	228
1288	433
79	426
397	616
771	378
1147	29
188	965
1149	1042
1157	323
537	445
223	509
853	764
679	1441
315	863
1018	499
320	1282
892	965
489	397
312	402
931	1187
1173	91
402	782
452	1182
1125	1149
509	1104
467	1158
1229	1348
328	337
240	918
1039	873
825	272
1201	1193
188	29
79	355
217	1242
1504	261
196	448
509	574
298	89
478	918
546	653
1039	1437
509	313
628	1423
1153	79
735	928
655	1301
1232	1335
116	553
938	1508
546	478
1226	147
1180	272
1342	1504
739	426
420	578
1252	95
739	315
306	226
509	489
716	711
509	1147
188	1106
1479	792
509	188
1418	1041
956	509
1392	509
428	1196
433	1507
969	436
509	1481
485	1019
1154	1080
457	294
632	1428
361	898
911	949
1147	1159
1220	1335
336	533
978	92
862	1307
1232	1019
89	410
433	1397
452	1479
149	343
284	1288
999	1348
1149	1217
752	1018
509	618
1469	384
1147	298
1149	471
1018	433
564	706
452	1137
58	965
1168	718
1002	898
402	716
938	999
564	480
215	1187
509	397
1507	752
629	428
593	1166
315	355
135	436
546	509
433	1383
436	725
1042	1149
420	542
1361	591
1183	914
546	223
141	965
188	1327
1128	509
1288	1507
1147	312
1207	514
782	6
1269	684
1065	315
445	353
1014	1417
892	1147
1355	629
509	89
539	502
1278	1505
165	1415
436	478
1288	372
612	909
99	188
1424	1242
436	135
313	436
298	160
1480	1360
546	1147
616	1434
898	361
1369	857
361	752
1104	628
1288	806
1336	509
1187	123
672	1360
546	716
733	1456
1015	42
969	188
702	938
1333	616
938	273
1149	618
774	684
433	499
1355	395
521	598
188	99
528	1398
853	938
1288	154
441	508
1249	791
1288	361
938	853
298	436
1223	1162
1406	4
1173	877
1195	1169
791	1137
1149	382
96	95
1147	546
824	61
313	568
695	1019
420	315
524	1360
1178	1132
313	29
1289	320
1168	228
1388	509
892	745
485	392
649	776
499	177
1249	739
911	648
79	1249
161	300
1212	1360
546	918
74	27
918	478
298	965
546	777
345	1272
989	865
1348	312
272	1131
188	989
397	188
623	776
402	764
698	1201
168	630
776	1457
1147	969
